miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-8-5p,0.00048933,27,3623,2.07424786,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG002219 CCG003298.1 CCG003755.1 RP20_CCG005849 CCG006223.1 RP20_CCG007245 RP20_CCG007304.2 RP20_CCG007713 RP20_CCG008295 CCG008301.1 RP20_CCG011160 CCG013028.1 CCG013237.1 RP20_CCG013836.3 RP20_CCG013877 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016760 CCG017462.1 RP20_CCG017528 CCG022521.1 CCG023763.1 CCG023775.1 CCG025948.4 CCG027398.1 CCG028503.1,GO Cellular Component
miR-8-5p,0.00053423,26,3552,2.03734985,GO:0016020 membrane,http://amigo.geneontology.org/amigo/term/GO:0016020,RP20_CCG000855 CCG003298.1 CCG006030.2 CCG006223.1 CCG006730.1 RP20_CCG007245 RP20_CCG009340 RP20_CCG011999 CCG013237.1 CCG013738.1 CCG014222.1 CCG014278.1 CCG014644.1 RP20_CCG015087 RP20_CCG015143 CCG015582.1 CCG015800.2 CCG016085.1 RP20_CCG016245 CCG016318.3 RP20_CCG017528 CCG022521.1 RP20_CCG023649 RP20_CCG024955 CCG027398.1 CCG027855.1,GO Cellular Component
miR-8-5p,0.00029153,6,143,11.6783217,GO:0003924 GTPase activity,http://amigo.geneontology.org/amigo/term/GO:0003924,RP20_CCG003697 RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00125531,6,206,8.10679612,GO:0005525 GTP binding,http://amigo.geneontology.org/amigo/term/GO:0005525,RP20_CCG003697 RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00125531,6,210,7.95238095,GO:0019001 guanyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0019001,RP20_CCG003697 RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00125531,6,210,7.95238095,GO:0032561 guanyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032561,RP20_CCG003697 RP20_CCG009340 CCG013738.1 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00022025,9,343,7.303207,GO:0017111 nucleoside-triphosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017111,RP20_CCG000855 RP20_CCG003697 CCG006730.1 RP20_CCG009340 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00022025,9,361,6.93905817,GO:0016462 pyrophosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0016462,RP20_CCG000855 RP20_CCG003697 CCG006730.1 RP20_CCG009340 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00022025,9,369,6.78861789,GO:0016818 hydrolase activity acting on acid anhydrides in phosphorus-containing anhydrides,http://amigo.geneontology.org/amigo/term/GO:0016818,RP20_CCG000855 RP20_CCG003697 CCG006730.1 RP20_CCG009340 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG023763.1,GO Molecular Function
miR-8-5p,0.00022354,16,1281,3.47645069,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,CCG000070.1 RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015143 CCG015582.1 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00143086,13,1107,3.2685938,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00061726,15,1290,3.23643411,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,CCG000070.1 RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00061726,15,1290,3.23643411,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,CCG000070.1 RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00385787,12,1095,3.05022831,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 CCG010259.1 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00385787,12,1098,3.04189435,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 CCG010259.1 CCG013738.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,0.00120359,15,1377,3.03195352,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,CCG000070.1 RP20_CCG000855 RP20_CCG003697 CCG006730.1 CCG008301.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG021809.1 CCG023763.1,GO Molecular Function
miR-8-5p,6.38E-07,33,3353,2.73933791,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,CCG000070.1 CCG000569.2 RP20_CCG000855 CCG001357.1 CCG003298.1 RP20_CCG003697 CCG006730.1 RP20_CCG007245 RP20_CCG007304.2 CCG008301.1 RP20_CCG008705 CCG008920.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 CCG011248.1 CCG013028.1 CCG013738.1 RP20_CCG013836.3 RP20_CCG015087 RP20_CCG015143 CCG015582.1 CCG015800.2 CCG016085.1 CCG016318.3 CCG019523.1 CCG020991.1 CCG021809.1 CCG023763.1 CCG023775.1 CCG027539.1 RP20_CCG027886.2 CCG028503.1,GO Molecular Function
miR-8-5p,0.00037562,21,2227,2.62460709,GO:0046872 metal ion binding,http://amigo.geneontology.org/amigo/term/GO:0046872,CCG000569.2 RP20_CCG000855 CCG001357.1 CCG003298.1 CCG006730.1 RP20_CCG007245 RP20_CCG007304.2 CCG008301.1 RP20_CCG008705 CCG008920.1 RP20_CCG009765 CCG011248.1 CCG013028.1 RP20_CCG015087 CCG015800.2 CCG019523.1 CCG020991.1 CCG023775.1 CCG027539.1 RP20_CCG027886.2 CCG028503.1,GO Molecular Function
miR-8-5p,0.00037562,21,2238,2.61170688,GO:0043169 cation binding,http://amigo.geneontology.org/amigo/term/GO:0043169,CCG000569.2 RP20_CCG000855 CCG001357.1 CCG003298.1 CCG006730.1 RP20_CCG007245 RP20_CCG007304.2 CCG008301.1 RP20_CCG008705 CCG008920.1 RP20_CCG009765 CCG011248.1 CCG013028.1 RP20_CCG015087 CCG015800.2 CCG019523.1 CCG020991.1 CCG023775.1 CCG027539.1 RP20_CCG027886.2 CCG028503.1,GO Molecular Function
miR-8-5p,0.0016399,18,1992,2.51506024,GO:0016787 hydrolase activity,http://amigo.geneontology.org/amigo/term/GO:0016787,RP20_CCG000855 RP20_CCG003697 CCG006730.1 RP20_CCG007245 RP20_CCG008705 CCG008920.1 RP20_CCG009340 CCG011446.1 CCG013028.1 CCG013738.1 CCG014222.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG020991.1 CCG023763.1 CCG025948.4 CCG027539.1,GO Molecular Function
miR-8-5p,1.32E-05,36,4537,2.20850782,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,CCG000070.1 CCG000569.2 RP20_CCG000855 CCG003298.1 RP20_CCG003697 CCG003755.1 CCG006730.1 CCG007203.1 RP20_CCG007245 CCG007423.1 RP20_CCG008295 CCG008301.1 RP20_CCG008705 CCG008920.1 RP20_CCG009340 RP20_CCG009765 CCG010259.1 RP20_CCG011160 CCG011248.1 CCG011446.1 RP20_CCG011999 CCG013028.1 CCG013738.1 RP20_CCG013836.3 CCG014222.1 RP20_CCG015143 CCG016085.1 CCG016318.3 CCG020991.1 CCG021809.1 CCG023763.1 CCG023775.1 CCG025948.4 CCG027539.1 CCG027855.1 RP20_CCG027886.2,GO Molecular Function
miR-927-3p,0.00194861,2,4,190.597826,GO:0045332 phospholipid translocation,http://amigo.geneontology.org/amigo/term/GO:0045332,RP20_CCG000855 CCG006730.1,GO Biological Process
miR-927-3p,0.00024219,3,10,114.358696,GO:0034204 lipid translocation,http://amigo.geneontology.org/amigo/term/GO:0034204,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.00024219,3,10,114.358696,GO:0097035 reg. of membrane lipid distribution,http://amigo.geneontology.org/amigo/term/GO:0097035,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.00090322,3,17,67.269821,GO:0015914 phospholipid transport,http://amigo.geneontology.org/amigo/term/GO:0015914,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.00194861,3,24,47.6494565,GO:0015748 organophosphate ester transport,http://amigo.geneontology.org/amigo/term/GO:0015748,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.00837009,3,44,25.9906126,GO:0061024 membrane organization,http://amigo.geneontology.org/amigo/term/GO:0061024,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.02487882,3,67,17.068462,GO:0006869 lipid transport,http://amigo.geneontology.org/amigo/term/GO:0006869,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.02578276,3,71,16.1068585,GO:0010876 lipid localization,http://amigo.geneontology.org/amigo/term/GO:0010876,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Biological Process
miR-927-3p,0.02525252,2,20,38.1195652,GO:0098791 Golgi apparatus subcompartment,http://amigo.geneontology.org/amigo/term/GO:0098791,RP20_CCG007284.3 CCG015582.1,GO Cellular Component
miR-927-3p,0.02525252,4,160,9.5298913,GO:0005794 Golgi apparatus,http://amigo.geneontology.org/amigo/term/GO:0005794,RP20_CCG007284.3 CCG015582.1 CCG022521.1 RP20_CCG026517,GO Cellular Component
miR-927-3p,0.02525252,15,2632,2.17246762,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,RP20_CCG002219 CCG005153.1 RP20_CCG005253 RP20_CCG007284.3 CCG012680.1 CCG012769.2 RP20_CCG013836.3 CCG015582.1 CCG016191.1 CCG017793.1 CCG018971.1 CCG022521.1 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517,GO Cellular Component
miR-927-3p,0.02752766,15,2707,2.11227735,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,RP20_CCG002219 CCG005153.1 RP20_CCG005253 RP20_CCG007284.3 CCG012680.1 CCG012769.2 RP20_CCG013836.3 CCG015582.1 CCG016191.1 CCG017793.1 CCG018971.1 CCG022521.1 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517,GO Cellular Component
miR-927-3p,0.02525252,17,3176,2.04040494,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,RP20_CCG002219 CCG005153.1 RP20_CCG005253 RP20_CCG007284.3 CCG012680.1 CCG012769.2 RP20_CCG013836.3 CCG015582.1 CCG016191.1 CCG017793.1 CCG018971.1 CCG019743.2 CCG022521.1 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517 RP20_CCG027794,GO Cellular Component
miR-927-3p,0.02525252,17,3209,2.01942228,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,RP20_CCG002219 CCG005153.1 RP20_CCG005253 RP20_CCG007284.3 CCG012680.1 CCG012769.2 RP20_CCG013836.3 CCG015582.1 CCG016191.1 CCG017793.1 CCG018971.1 CCG019743.2 CCG022521.1 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517 RP20_CCG027794,GO Cellular Component
miR-927-3p,1.75E-05,3,9,127.065217,GO:0140326 ATPase-coupled intramembrane lipid transporter activity,http://amigo.geneontology.org/amigo/term/GO:0140326,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Molecular Function
miR-927-3p,3.59E-05,4,42,36.3043478,GO:0000287 magnesium ion binding,http://amigo.geneontology.org/amigo/term/GO:0000287,RP20_CCG000855 CCG006730.1 RP20_CCG016202 RP20_CCG024703,GO Molecular Function
miR-927-3p,0.00076664,3,35,32.673913,GO:0005319 lipid transporter activity,http://amigo.geneontology.org/amigo/term/GO:0005319,RP20_CCG000855 CCG006730.1 RP20_CCG016202,GO Molecular Function
miR-927-3p,2.25E-05,12,887,5.15710014,GO:0005524 ATP binding,http://amigo.geneontology.org/amigo/term/GO:0005524,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG024703 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,2.25E-05,12,895,5.11100316,GO:0032559 adenyl ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032559,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG024703 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,2.25E-05,12,898,5.09392854,GO:0030554 adenyl nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0030554,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG024703 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,1.24E-06,17,1281,5.05880257,GO:0043168 anion binding,http://amigo.geneontology.org/amigo/term/GO:0043168,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG015582.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,1.97E-06,16,1242,4.91073304,GO:0097367 carbohydrate derivative binding,http://amigo.geneontology.org/amigo/term/GO:0097367,RP20_CCG000855 CCG001509.1 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 RP20_CCG012725 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,7.28E-06,14,1087,4.90960362,GO:0035639 purine ribonucleoside triphosphate binding,http://amigo.geneontology.org/amigo/term/GO:0035639,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,7.28E-06,14,1095,4.87373437,GO:0032555 purine ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032555,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,7.28E-06,14,1098,4.86041815,GO:0017076 purine nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0017076,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,7.28E-06,14,1107,4.82090256,GO:0032553 ribonucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0032553,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,2.01E-06,16,1290,4.72800809,GO:0000166 nucleotide binding,http://amigo.geneontology.org/amigo/term/GO:0000166,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,2.01E-06,16,1290,4.72800809,GO:1901265 nucleoside phosphate binding,http://amigo.geneontology.org/amigo/term/GO:1901265,RP20_CCG000855 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,1.81E-06,17,1377,4.70611916,GO:0036094 small molecule binding,http://amigo.geneontology.org/amigo/term/GO:0036094,RP20_CCG000855 CCG001509.1 CCG002065.1 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,7.54E-05,22,3353,2.50113461,GO:0043167 ion binding,http://amigo.geneontology.org/amigo/term/GO:0043167,RP20_CCG000855 CCG001509.1 CCG002065.1 CCG004362.1 RP20_CCG004462 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013047 RP20_CCG013836.3 CCG015582.1 CCG016191.1 RP20_CCG016202 CCG019743.2 RP20_CCG021374 CCG021458.1 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794 RP20_CCG028366,GO Molecular Function
miR-927-3p,0.00087195,22,3951,2.12257766,GO:1901363 heterocyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:1901363,RP20_CCG000617 RP20_CCG000855 CCG001509.1 CCG002065.1 RP20_CCG002219 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 CCG017793.1 CCG018971.1 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,0.00087195,22,3954,2.12096721,GO:0097159 organic cyclic compound binding,http://amigo.geneontology.org/amigo/term/GO:0097159,RP20_CCG000617 RP20_CCG000855 CCG001509.1 CCG002065.1 RP20_CCG002219 CCG004362.1 CCG006730.1 RP20_CCG008785 CCG010259.1 CCG012769.2 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 CCG017793.1 CCG018971.1 CCG019743.2 RP20_CCG021374 RP20_CCG024703 RP20_CCG026419 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-927-3p,0.00085266,24,4537,2.01646367,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,RP20_CCG000617 RP20_CCG000855 CCG001509.1 CCG002065.1 CCG002317.1 CCG004362.1 CCG005153.1 CCG006730.1 RP20_CCG007284.3 CCG007937.2 RP20_CCG008785 CCG010259.1 CCG012769.2 CCG013228.1 RP20_CCG013836.3 CCG016191.1 RP20_CCG016202 RP20_CCG020920 RP20_CCG021374 CCG022055.1 RP20_CCG024703 RP20_CCG026517 CCG027634.1 RP20_CCG027794,GO Molecular Function
miR-970-3p,0.04247959,2,18,48.7083333,GO:0016459 myosin complex,http://amigo.geneontology.org/amigo/term/GO:0016459,RP20_CCG004459.2 RP20_CCG023696,GO Biological Process
miR-970-3p,0.02775013,1,5,87.675,Path:aalb00240 Pyrimidine metabolism,http://www.genome.jp/kegg-bin/show_pathway?aalb00240,RP20_CCG013775,KEGG
miR-970-3p,0.02775013,1,6,73.0625,Path:aalb00230 Purine metabolism,http://www.genome.jp/kegg-bin/show_pathway?aalb00230,RP20_CCG013775,KEGG
miR-970-3p,0.02775013,1,6,73.0625,Path:aalb01232 Nucleotide metabolism,http://www.genome.jp/kegg-bin/show_pathway?aalb01232,RP20_CCG013775,KEGG
miR-970-3p,0.02775013,1,7,62.625,Path:aalb03250 Viral life cycle-HIV-1,http://www.genome.jp/kegg-bin/show_pathway?aalb03250,RP20_CCG004523,KEGG
miR-970-3p,0.04444646,1,17,25.7867647,Path:aalb04144 Endocytosis,http://www.genome.jp/kegg-bin/show_pathway?aalb04144,RP20_CCG004523,KEGG
miR-970-3p,0.02775013,2,95,9.22894737,Path:aalb01100 Metabolic pathways,http://www.genome.jp/kegg-bin/show_pathway?aalb01100,RP20_CCG013775 CCG012626.1,KEGG
miR-993-3p,0.00678162,2,18,64.9444444,GO:0006665 sphingolipid metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006665,CCG001475.1 CCG012626.1,GO Biological Process
miR-993-3p,0.00869855,2,21,55.6666667,GO:0044242 cellular lipid catabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044242,CCG001475.1 RP20_CCG008617.2,GO Biological Process
miR-993-3p,0.01027841,3,106,16.5424528,GO:0032787 monocarboxylic acid metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0032787,CCG002759.1 RP20_CCG008617.2 RP20_CCG013836.3,GO Biological Process
miR-993-3p,0.00110777,5,214,13.6565421,GO:0044255 cellular lipid metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044255,CCG001475.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3,GO Biological Process
miR-993-3p,0.0103875,4,250,9.352,GO:0006468 protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006468,CCG004698.1 RP20_CCG004782 CCG007520.1 CCG027634.1,GO Biological Process
miR-993-3p,0.00549171,5,352,8.30255682,GO:0006629 lipid metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006629,CCG001475.1 RP20_CCG008617.2 CCG010259.1 CCG012626.1 RP20_CCG013836.3,GO Biological Process
miR-993-3p,0.00030558,9,679,7.74742268,GO:0006793 phosphorus metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006793,CCG000070.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 RP20_CCG017417.2 CCG027634.1,GO Biological Process
miR-993-3p,0.00094219,8,668,7,GO:0006796 phosphate-containing compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006796,CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 RP20_CCG017417.2 CCG027634.1,GO Biological Process
miR-993-3p,0.0096115,5,422,6.92535545,GO:0016310 phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0016310,CCG004698.1 RP20_CCG004782 CCG007520.1 CCG010259.1 CCG027634.1,GO Biological Process
miR-993-3p,0.00110777,8,758,6.16886544,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1,GO Biological Process
miR-993-3p,0.00110777,8,758,6.16886544,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1,GO Biological Process
miR-993-3p,0.00172413,8,847,5.52066116,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG027634.1,GO Biological Process
miR-993-3p,0.00364446,9,1250,4.2084,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG015279.1 RP20_CCG017417.2 CCG025888.1 CCG027634.1,GO Biological Process
miR-993-3p,0.00678162,10,1739,3.36112708,GO:0009058 biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009058,CCG000070.1 CCG002759.1 RP20_CCG007284.3 RP20_CCG007304.2 RP20_CCG008617.2 CCG010259.1 CCG012626.1 CCG014553.1 CCG017793.1 CCG025888.1,GO Biological Process
miR-993-3p,0.00377586,12,2264,3.09805654,GO:1901564 organonitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:1901564,CCG001475.1 CCG002759.1 RP20_CCG003693 CCG004698.1 RP20_CCG004782 RP20_CCG007284.3 CCG007520.1 CCG012626.1 CCG015279.1 RP20_CCG017417.2 CCG025888.1 CCG027634.1,GO Biological Process
