"mRNA","uniprot_id","gene_name","microRNA","energy","targetStart","targetEnd","score"
"ENST00000412107","F2Z2D3","EXOG","hsa-miR-548ba",-11.8,347,378,0.992406594874159
"ENST00000431472","F8WE28","EXOG","hsa-miR-548ba",-11.8,193,224,0.992406594874159
"ENST00000436414","F8WEP0","EXOG","hsa-miR-548ba",-11.8,174,205,0.992406594874159
"ENST00000438992","F2Z2D3","EXOG","hsa-miR-548ba",-11.8,403,434,0.992406594874159
"ENST00000447573","F2Z2D3","EXOG","hsa-miR-548ba",-11.8,441,472,0.992406594874159
"ENST00000457367","F8WE38","EXOG","hsa-miR-548ba",-11.8,224,255,0.992406594874159
"ENST00000492526","H0YMR6","SLTM","hsa-miR-548ba",-12.51,583,619,0.992406594874159
"ENST00000557924","H0YLW7","SLTM","hsa-miR-548ba",-12.51,1038,1074,0.992406594874159
"ENST00000569075","H3BRG0","TMEM87A","hsa-miR-548ba",-12.1,223,254,0.992406594874159
"ENST00000612225","Q96P10","SCGN","hsa-miR-548ba",-13.5,590,630,0.992406594874159
"ENST00000619108","A0A0G2JNU8","TTYH1","hsa-let-7b-5p",-19.3,899,927,0.992406594874159
"ENST00000663165",NA,NA,"hsa-miR-548ba",-11.2,3985,4009,0.992406594874159
"ENST00000677041",NA,NA,"hsa-miR-548ba",-14.11,2195,2224,0.992406594874159
"ENST00000381620","P47869","GABRA2","hsa-miR-548ba",-16.3,195,216,0.992405382116523
"ENST00000280352","Q6ZUT1","C11orf57","hsa-miR-548ba",-17,1806,1830,0.992362488404776
"ENST00000366514","Q9H5Q4","TFB2M","hsa-miR-548ba",-15.1,344,372,0.992362488404776
"ENST00000367481","Q5T5C0","STXBP5","hsa-miR-548ba",-10.9,4557,4578,0.992362488404776
"ENST00000393047","Q6ZUT1","C11orf57","hsa-miR-548ba",-17,1806,1830,0.992362488404776
"ENST00000489294","Q8TAS1","UHMK1","hsa-miR-548ba",-13.9,5815,5835,0.992362488404776
"ENST00000527892","E9PRR0","AIFM1","hsa-let-7b-5p",-20.8,1602,1633,0.992362488404776
"ENST00000532163","Q6ZUT1","C11orf57","hsa-miR-548ba",-17,1806,1830,0.992362488404776
"ENST00000538489","Q8TAS1","UHMK1","hsa-miR-548ba",-13.9,5951,5971,0.992362488404776
"ENST00000541960","G3V1T7","GABARAPL1","hsa-miR-548ba",-14.6,2201,2222,0.992362488404776
"ENST00000545294","Q8TAS1","UHMK1","hsa-miR-548ba",-13.9,5815,5835,0.992362488404776
"ENST00000565504","H3BP13","TRAPPC2L","hsa-miR-548ba",-14.5,1831,1851,0.992362488404776
"ENST00000567730","H3BSA1","CSNK2A2","hsa-miR-548ba",-15.3,194,215,0.992362488404776
"ENST00000622934",NA,"SMIM11B","hsa-miR-548ba",-12.4,684,705,0.992362488404776
"ENST00000674555",NA,NA,"hsa-let-7b-5p",-20.8,1409,1440,0.992362488404776
"ENST00000674722",NA,NA,"hsa-let-7b-5p",-20.8,842,873,0.992362488404776
"ENST00000674997",NA,NA,"hsa-let-7b-5p",-20.8,1399,1430,0.992362488404776
"ENST00000683101",NA,NA,"hsa-miR-548ba",-11.51,1092,1107,0.992362488404776
"ENST00000464265","A0A0C4DH71","PIGP","hsa-miR-548ba",-17.7,1668,1696,0.992354081137448
"ENST00000226279","P28907","CD38","hsa-miR-548ba",-11.9,166,183,0.992311789072744
"ENST00000321844","Q3ZCU0","RP11-111M22.2","hsa-miR-548ba",-10,190,201,0.992311789072744
"ENST00000370331","O60447","EVI5","hsa-miR-548ba",-12,146,166,0.992311789072744
"ENST00000377275","Q96KC2","ARL5B","hsa-miR-548ba",-9.9,52,65,0.992311789072744
"ENST00000540033","O60447","EVI5","hsa-miR-548ba",-12,146,166,0.992311789072744
"ENST00000564206",NA,"RP6-24A23.7","hsa-miR-548ba",-12.7,132,146,0.992311789072744
"ENST00000684568",NA,NA,"hsa-miR-548ba",-12,146,166,0.992311789072744
"ENST00000641220",NA,NA,"hsa-let-7b-5p",-18.3,2851,2872,0.992293293683101
"ENST00000367481","Q5T5C0","STXBP5","hsa-let-7b-5p",-17.7,4466,4486,0.992292662525239
"ENST00000393437","Q1L5Z9","LONRF2","hsa-let-7b-3p",-10.8,167,188,0.992284568157894
"ENST00000434344","Q9NQ75","CASS4","hsa-let-7b-5p",-14.4,1,14,0.992284568157894
"ENST00000529681","Q9HC84","MUC5B","hsa-let-7b-5p",-13.7,1,14,0.992284568157894
"ENST00000679887",NA,NA,"hsa-let-7b-5p",-14.4,1,14,0.992284568157894
"ENST00000234301","O14548","COX7A2L","hsa-miR-548ba",-14.1,1739,1755,0.992276976105057
"ENST00000290158","Q14974","KPNB1","hsa-miR-548ba",-13.2,2769,2789,0.992276976105057
"ENST00000373535","H7BY95","FGD2","hsa-miR-548ba",-16.4,1597,1617,0.992276976105057
"ENST00000378669","O14548","COX7A2L","hsa-miR-548ba",-14.1,1739,1755,0.992276976105057
"ENST00000423854","Q6IA86","ELP2","hsa-miR-548ba",-14.8,52,74,0.992276976105057
"ENST00000440890","O00238","BMPR1B","hsa-miR-548ba",-14.5,3429,3447,0.992276976105057
"ENST00000515059","O00238","BMPR1B","hsa-miR-548ba",-14.5,3429,3447,0.992276976105057
"ENST00000583648","J3QR48","KPNB1","hsa-miR-548ba",-13.2,2769,2789,0.992276976105057
"ENST00000383168","P55087","AQP4","hsa-miR-548ba",-15.3,3311,3334,0.992254726890746
"ENST00000672188",NA,NA,"hsa-miR-548ba",-15.3,3311,3334,0.992254726890746
"ENST00000672981",NA,NA,"hsa-miR-548ba",-15.3,3224,3247,0.992254726890746
"ENST00000370701","Q92581","SLC9A6","hsa-miR-548ba",-10.67,1795,1830,0.992244972710486
"ENST00000347703","Q9BWT1","CDCA7","hsa-miR-548ba",-10.1,932,952,0.992179134203301
"ENST00000368597","Q5JW98","FAM26D","hsa-miR-548ba",-10,475,497,0.992179134203301
"ENST00000380216","P05015","IFNA16","hsa-miR-548ba",-14.4,262,282,0.992179134203301
"ENST00000380222","P01570","IFNA14","hsa-miR-548ba",-14.4,265,285,0.992179134203301
"ENST00000413767","P01571","IFNA17","hsa-miR-548ba",-14.4,259,279,0.992179134203301
"ENST00000673163",NA,NA,"hsa-miR-548ba",-13.41,4013,4039,0.992179134203301
"ENST00000315286","Q96MW1","CCDC43","hsa-let-7b-3p",-17.5,39,59,0.992174960533788
"ENST00000361875","O75157","TSC22D2","hsa-let-7b-3p",-15.4,79,109,0.992174960533788
"ENST00000588210","Q86WV7","CCDC43","hsa-let-7b-3p",-17.5,39,59,0.992174960533788
"ENST00000055682","Q5QGS0","KIAA2022","hsa-let-7b-5p",-15.8,423,442,0.992129818135145
"ENST00000274071","J3KN71","PDGFC","hsa-let-7b-3p",-17.1,131,163,0.992129818135145
"ENST00000369839","Q15542","TAF5","hsa-let-7b-5p",-16.4,48,68,0.992129818135145
"ENST00000399728","P16949","STMN1","hsa-let-7b-3p",-17.3,100,123,0.992129818135145
"ENST00000455785","P16949","STMN1","hsa-let-7b-3p",-17.3,100,123,0.992129818135145
"ENST00000594030","Q7L2R6","ZNF765","hsa-let-7b-5p",-19.9,865,885,0.992129818135145
"ENST00000371317","Q9ULC4","MCTS1","hsa-miR-548ba",-14.6,1260,1282,0.992120185702872
"ENST00000673335",NA,NA,"hsa-miR-548ba",-14.6,1260,1282,0.992120185702872
"ENST00000369722","P24539","ATP5F1","hsa-miR-548ba",-13.3,229,242,0.992119382944738
"ENST00000652698",NA,NA,"hsa-miR-548ba",-11.9,1183,1196,0.992119382944738
"ENST00000396204","Q92753","RORB","hsa-miR-548ba",-14.1,601,617,0.992092179266352
"ENST00000414580","F8WEH0","NDUFA10","hsa-let-7b-3p",-14.5,1375,1392,0.992092179266352
"ENST00000677395",NA,NA,"hsa-let-7b-3p",-14.5,1118,1135,0.992092179266352
"ENST00000678562",NA,NA,"hsa-let-7b-3p",-14.5,1622,1639,0.992092179266352
"ENST00000448484","H0Y542","BCAS1","hsa-let-7b-3p",-17.91,212,259,0.992068270035134
"ENST00000578049","O75396","SEC22B","hsa-let-7b-5p",-17.1,6094,6114,0.992036681803262
"ENST00000262160","Q15796","SMAD2","hsa-miR-548ba",-17.1,14622,14644,0.99201312353571
"ENST00000372102","Q5JZ02","TP53RK","hsa-miR-548ba",-15,1079,1098,0.99201312353571
"ENST00000372114","Q96S44","TP53RK","hsa-miR-548ba",-15,678,697,0.99201312353571
"ENST00000510861","P47869","GABRA2","hsa-miR-548ba",-16.3,195,216,0.992002204205983
"ENST00000514090","P47869","GABRA2","hsa-miR-548ba",-16.3,195,216,0.992002204205983
"ENST00000005386","Q9H6T3","RPAP3","hsa-miR-548ba",-17.1,2188,2208,0.991985911384185
"ENST00000311034","Q8IUM7","NPAS4","hsa-miR-548ba",-15.2,694,712,0.991985911384185
"ENST00000334398","Q9NVH6","TMLHE","hsa-miR-548ba",-17.7,2382,2402,0.991985911384185
"ENST00000347615","Q92540","SMG7","hsa-miR-548ba",-16.1,2213,2235,0.991985911384185
"ENST00000367537","E9PD50","SMG7","hsa-miR-548ba",-16.1,2213,2235,0.991985911384185
"ENST00000415922","Q6U7Q0","ZNF322","hsa-let-7b-5p",-22.5,2802,2828,0.991985911384185
"ENST00000456172","Q6U7Q0","ZNF322","hsa-let-7b-5p",-22.5,2802,2828,0.991985911384185
"ENST00000507469","Q92540","SMG7","hsa-miR-548ba",-16.1,943,965,0.991985911384185
"ENST00000515829","Q92540","SMG7","hsa-miR-548ba",-16.1,2213,2235,0.991985911384185
"ENST00000607204","Q6U7Q0","ZNF322","hsa-let-7b-5p",-22.5,2802,2828,0.991985911384185
"ENST00000622479","Q6U7Q0","ZNF322","hsa-let-7b-5p",-22.5,2802,2828,0.991985911384185
"ENST00000435909","F8WEQ7","PDCD6IP","hsa-miR-548ba",-12.41,163,206,0.991921971154206
"ENST00000054666","Q15836","VAMP3","hsa-miR-548ba",-15.3,190,209,0.991903683093572
"ENST00000282574","F8W8I6","TIA1","hsa-miR-548ba",-8.8,204,219,0.991903683093572
"ENST00000319172","Q9NV64","TMEM39A","hsa-miR-548ba",-15.3,300,312,0.991903683093572
"ENST00000320954","O75718","CRTAP","hsa-miR-548ba",-14.4,599,613,0.991903683093572
"ENST00000334256","O00629","KPNA4","hsa-miR-548ba",-9.1,841,855,0.991903683093572
"ENST00000392750","Q9BUL8","PDCD10","hsa-miR-548ba",-12.41,30,53,0.991903683093572
"ENST00000415783","P31483","TIA1","hsa-miR-548ba",-8.8,204,219,0.991903683093572
"ENST00000433529","P31483","TIA1","hsa-miR-548ba",-8.8,204,219,0.991903683093572
"ENST00000473645","Q9BUL8","PDCD10","hsa-miR-548ba",-12.41,30,53,0.991903683093572
"ENST00000497056","Q9BUL8","PDCD10","hsa-miR-548ba",-12.41,30,53,0.991903683093572
"ENST00000529331","A0A0U1RQW1","RP11-111M22.2","hsa-miR-548ba",-10,474,485,0.991903683093572
"ENST00000676866",NA,NA,"hsa-miR-548ba",-9.1,841,855,0.991903683093572
"ENST00000394670","O43670","ZNF207","hsa-let-7b-3p",-17.3,9112,9127,0.991891520033756
"ENST00000265586","O15440","ABCC5","hsa-let-7b-3p",-12.5,118,141,0.991875029067892
"ENST00000273480","Q9UBF6","RNF7","hsa-let-7b-5p",-15.5,212,231,0.991875029067892
"ENST00000334444","O15440","ABCC5","hsa-let-7b-3p",-12.5,118,141,0.991875029067892
"ENST00000248594","Q05209","PTPN12","hsa-miR-548ba",-11.7,243,271,0.99186140405382
"ENST00000262209","O75762","TRPA1","hsa-let-7b-5p",-16.1,797,822,0.99186140405382
"ENST00000327381","Q5GH76","XKR4","hsa-miR-548ba",-12.7,3699,3719,0.99186140405382
"ENST00000353617","P53367","ARFIP1","hsa-miR-548ba",-9.1,1437,1469,0.99186140405382
"ENST00000359520","O15040","TECPR2","hsa-let-7b-5p",-18,1073,1099,0.99186140405382
"ENST00000374754","Q5T2B7","CUL2","hsa-miR-548ba",-10,2362,2382,0.99186140405382
"ENST00000409785","Q9P0J7","KCMF1","hsa-let-7b-5p",-18.7,2183,2207,0.99186140405382
"ENST00000451320","P53367","ARFIP1","hsa-miR-548ba",-9.1,1437,1469,0.99186140405382
"ENST00000641386",NA,NA,"hsa-miR-548ba",-12.2,1893,1916,0.99186140405382
"ENST00000641633",NA,NA,"hsa-miR-548ba",-12.2,1893,1916,0.99186140405382
"ENST00000361127","O94898","LRIG2","hsa-let-7b-5p",-19.5,41,62,0.991835193740628
"ENST00000245796","Q8NDX1","PSD4","hsa-let-7b-3p",-14.29,4257,4304,0.991813596141572
"ENST00000263095","O43296","ZNF264","hsa-let-7b-5p",-18.35,6246,6288,0.991813596141572
"ENST00000263331","Q9H9Y6","POLR1B","hsa-let-7b-5p",-22.14,2573,2606,0.991813596141572
"ENST00000266517","Q9HBU6","ETNK1","hsa-let-7b-5p",-18.02,1666,1688,0.991813596141572
"ENST00000308488","Q96T23","RSF1","hsa-let-7b-3p",-14.17,1091,1136,0.991813596141572
"ENST00000333837","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000338965","Q68D85","NCR3LG1","hsa-let-7b-3p",-16.31,731,786,0.991813596141572
"ENST00000349310","P31749","AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000357234","Q13568","IRF5","hsa-let-7b-3p",-14.2,850,909,0.991813596141572
"ENST00000372336","Q8N2G6","ZCCHC24","hsa-let-7b-5p",-21.88,1279,1328,0.991813596141572
"ENST00000389851","Q2YD98","UVSSA","hsa-let-7b-3p",-14.41,631,680,0.991813596141572
"ENST00000395487","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000396196","A8MYV4","UEVLD","hsa-let-7b-5p",-21.13,300,366,0.991813596141572
"ENST00000402030","Q13568","IRF5","hsa-let-7b-3p",-14.2,850,909,0.991813596141572
"ENST00000402615","P31749","AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000407796","P31749","AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000417257","Q7Z6J6","FRMD5","hsa-let-7b-3p",-15.97,707,768,0.991813596141572
"ENST00000429094","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000437801","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000441564","Q8NDX1","PSD4","hsa-let-7b-3p",-14.29,4257,4304,0.991813596141572
"ENST00000443758","E7ERF0","CCDC141","hsa-let-7b-5p",-18.05,798,849,0.991813596141572
"ENST00000452445","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000549027","Q99435","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000551601","F8VVB6","NELL2","hsa-let-7b-5p",-19.63,159,209,0.991813596141572
"ENST00000553797",NA,"AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000554581","P31749","AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000555528","P31749","AKT1","hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000618556","A0A087WVP2","FRMD5","hsa-let-7b-3p",-15.97,707,768,0.991813596141572
"ENST00000649815",NA,NA,"hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000671770",NA,NA,"hsa-let-7b-3p",-17.52,374,424,0.991813596141572
"ENST00000677286",NA,NA,"hsa-let-7b-3p",-14.41,631,680,0.991813596141572
"ENST00000677428",NA,NA,"hsa-let-7b-3p",-14.41,631,680,0.991813596141572
"ENST00000683722",NA,NA,"hsa-let-7b-3p",-18.22,574,635,0.991813596141572
"ENST00000532234","E9PIB7","PRSS23","hsa-miR-548ba",-9.4,76,100,0.99179556542252
"ENST00000262719","O60346","PHLPP1","hsa-let-7b-3p",-16.8,887,901,0.991761950849627
"ENST00000240316","P38432","COIL","hsa-let-7b-3p",-15.2,80,101,0.991759651730091
"ENST00000262225","Q15363","TMED2","hsa-let-7b-5p",-18.1,190,220,0.991759651730091
"ENST00000281419","O43150","ASAP2","hsa-let-7b-5p",-18.3,264,286,0.991759651730091
"ENST00000315273","O43150","ASAP2","hsa-let-7b-5p",-18.3,264,286,0.991759651730091
"ENST00000342435","O15162","PLSCR1","hsa-let-7b-3p",-17.6,86,110,0.991759651730091
"ENST00000398073","O14595","CTDSP2","hsa-let-7b-3p",-14,356,377,0.991759651730091
"ENST00000457422","Q96MW1","CCDC43","hsa-let-7b-3p",-17.5,190,210,0.991759651730091
"ENST00000484976","F2Z2R1","ECD","hsa-let-7b-5p",-20.47,41,83,0.991759651730091
"ENST00000487099","Q15406","NR6A1","hsa-let-7b-5p",-18.51,366,395,0.991759651730091
"ENST00000529230","Q14008","CKAP5","hsa-let-7b-3p",-15.5,75,106,0.991759651730091
"ENST00000545888","F5H2V6","MARS","hsa-let-7b-3p",-17.14,344,365,0.991759651730091
"ENST00000581734","J3KSN4","CEP112","hsa-let-7b-3p",-14.8,9,28,0.991759651730091
"ENST00000606868","U3KQ57","IRAK1BP1","hsa-let-7b-5p",-22.5,28,55,0.991759651730091
"ENST00000683140",NA,NA,"hsa-let-7b-5p",-17.1,352,392,0.991759651730091
"ENST00000297814","Q86VH2","KIF27","hsa-let-7b-5p",-17.8,61,86,0.991727981395049
"ENST00000383763","Q2Q1W2","TRIM71","hsa-let-7b-5p",-18.8,154,179,0.991727981395049
"ENST00000423035","F8WD75","PGAP1","hsa-let-7b-3p",-14.1,318,341,0.991727981395049
"ENST00000461821","C9J2L2","ZBTB11","hsa-let-7b-5p",-19.5,26,47,0.991727981395049
"ENST00000282296","Q7Z340","ZNF551","hsa-let-7b-3p",-17.3,1149,1169,0.991719455236908
"ENST00000331200","P33316","DUT","hsa-let-7b-3p",-14.1,228,246,0.991719455236908
"ENST00000391785","Q9NV72","ZNF701","hsa-let-7b-3p",-17,1114,1126,0.991719455236908
"ENST00000406452","Q96DB5","RMDN1","hsa-let-7b-3p",-15.1,1208,1225,0.991719455236908
"ENST00000455976","P33316","DUT","hsa-let-7b-3p",-14.1,228,246,0.991719455236908
"ENST00000540331","Q9NV72","ZNF701","hsa-let-7b-3p",-17,1114,1126,0.991719455236908
"ENST00000680533",NA,NA,"hsa-let-7b-3p",-14,5299,5310,0.991719455236908
"ENST00000332082","Q2TBF2","WSCD2","hsa-let-7b-3p",-17.7,1782,1798,0.991694673992057
"ENST00000360468","P49641","MAN2A2","hsa-let-7b-5p",-23,2135,2161,0.991694673992057
"ENST00000371610","Q9BYG5","PARD6B","hsa-let-7b-5p",-16.5,2569,2583,0.991694673992057
"ENST00000377957","Q5FWF7","FBXO48","hsa-let-7b-5p",-19.4,3889,3909,0.991694673992057
"ENST00000412716","Q15038","DAZAP2","hsa-let-7b-3p",-15.7,1203,1222,0.991694673992057
"ENST00000449723","Q15038","DAZAP2","hsa-let-7b-3p",-15.7,1203,1222,0.991694673992057
"ENST00000468904","C9JYI8","XKRX","hsa-let-7b-5p",-19.4,547,571,0.991694673992057
"ENST00000523866","E5RFL3","SLC25A32","hsa-let-7b-5p",-20.8,668,694,0.991694673992057
"ENST00000544253","F6R851","ANKRD49","hsa-let-7b-5p",-22.2,2094,2124,0.991694673992057
"ENST00000547525","Q2TBF2","WSCD2","hsa-let-7b-3p",-17.7,1782,1798,0.991694673992057
"ENST00000559717","P49641","MAN2A2","hsa-let-7b-5p",-23,2135,2161,0.991694673992057
"ENST00000678533",NA,NA,"hsa-let-7b-5p",-19.8,1164,1191,0.991694673992057
"ENST00000295757","Q96DB2","HDAC11","hsa-let-7b-5p",-16.67,1602,1643,0.991666138918072
"ENST00000317829","Q8IY63","AMOTL1","hsa-let-7b-3p",-11.35,5456,5504,0.991666138918072
"ENST00000355526","Q92782","DPF1","hsa-let-7b-5p",-15.77,964,1001,0.991666138918072
"ENST00000412732","Q92782","DPF1","hsa-let-7b-5p",-15.77,964,1001,0.991666138918072
"ENST00000420980","Q92782","DPF1","hsa-let-7b-5p",-15.77,964,1001,0.991666138918072
"ENST00000433060","Q8IY63","AMOTL1","hsa-let-7b-3p",-11.35,5456,5504,0.991666138918072
"ENST00000446613","Q658J9","HDAC11","hsa-let-7b-5p",-16.67,1808,1849,0.991666138918072
"ENST00000614244","C8C3P2","DPF1","hsa-let-7b-5p",-15.77,964,1001,0.991666138918072
"ENST00000644757",NA,NA,"hsa-let-7b-5p",-15.71,3015,3059,0.991666138918072
"ENST00000679603",NA,NA,"hsa-let-7b-5p",-18,2476,2513,0.991666138918072
"ENST00000297459","Q96NL1","TMEM74","hsa-miR-548ba",-10.72,1742,1799,0.991635956549824
"ENST00000303843","Q8NFH8","REPS2","hsa-miR-548ba",-12.48,3025,3078,0.991635956549824
"ENST00000357277","Q8NFH8","REPS2","hsa-miR-548ba",-12.48,3025,3078,0.991635956549824
"ENST00000315554","P60953","CDC42","hsa-miR-548ba",-14.9,721,736,0.991583200099235
"ENST00000304195","A2A2Y4","FRMD3","hsa-miR-548ba",-11.2,3169,3201,0.99158245106663
"ENST00000321063","Q9HCM2","PLXNA4","hsa-miR-548ba",-14.1,7001,7020,0.99158245106663
"ENST00000354955","Q06828","FMOD","hsa-miR-548ba",-11.7,1619,1643,0.99158245106663
"ENST00000359827","Q9HCM2","PLXNA4","hsa-miR-548ba",-14.1,7001,7020,0.99158245106663
"ENST00000372242","Q5TDE5","TMEM53","hsa-miR-548ba",-13.9,1111,1132,0.99158245106663
"ENST00000372243","Q5TDE6","TMEM53","hsa-miR-548ba",-13.9,1111,1132,0.99158245106663
"ENST00000372244","Q5TDE4","TMEM53","hsa-miR-548ba",-13.9,1088,1109,0.99158245106663
"ENST00000393354","Q8NHY0","B4GALNT2","hsa-miR-548ba",-12.3,6961,6994,0.99158245106663
"ENST00000413967","F8WB97","EIF4G1","hsa-miR-548ba",-11.9,2292,2313,0.99158245106663
"ENST00000424354","G3V0I8","SREBF2","hsa-miR-548ba",-10.3,3385,3402,0.99158245106663
"ENST00000482456","F6TTE0","SEC31B","hsa-miR-548ba",-10.9,3456,3479,0.99158245106663
"ENST00000513998","E9PE72","ENPP1","hsa-miR-548ba",-9.16,1848,1885,0.99158245106663
"ENST00000612482","A0A087X1T2","SREBF2","hsa-miR-548ba",-10.3,2965,2982,0.99158245106663
"ENST00000621208","A2A2Y4","FRMD3","hsa-miR-548ba",-11.2,3169,3201,0.99158245106663
"ENST00000647586",NA,NA,"hsa-miR-548ba",-11.7,1619,1643,0.99158245106663
"ENST00000648594",NA,NA,"hsa-miR-548ba",-13.1,9781,9800,0.99158245106663
"ENST00000656825",NA,NA,"hsa-miR-548ba",-13.1,9781,9800,0.99158245106663
"ENST00000394420","Q96DX4","RSPRY1","hsa-miR-548ba",-14,1459,1489,0.991568897570727
"ENST00000378700","P47928","ID4","hsa-miR-548ba",-14.1,2943,2973,0.991556697376583
"ENST00000448051","K7ELU1","ZNF569","hsa-miR-548ba",-16.62,1327,1365,0.991556697376583
"ENST00000641866",NA,NA,"hsa-miR-548ba",-13,799,823,0.991556697376583
"ENST00000003302","Q96RU2","USP28","hsa-let-7b-5p",-19.9,4,46,0.991556693786075
"ENST00000281321","Q12837","POU4F2","hsa-let-7b-5p",-16,38,67,0.991556693786075
"ENST00000314289","P78317","RNF4","hsa-let-7b-5p",-19.61,37,70,0.991556693786075
"ENST00000355083","Q86TL2","TMEM110","hsa-let-7b-5p",-18.73,61,107,0.991556693786075
"ENST00000413242",NA,"TBC1D26","hsa-let-7b-5p",-16.66,45,92,0.991556693786075
"ENST00000429719","F8WCP3","FAM221A","hsa-let-7b-5p",-18.73,77,122,0.991556693786075
"ENST00000511600","P78317","RNF4","hsa-let-7b-5p",-19.61,37,70,0.991556693786075
"ENST00000544967","G3V1N5","USP28","hsa-let-7b-5p",-19.9,4,46,0.991556693786075
"ENST00000637519",NA,"CHRNA7","hsa-let-7b-5p",-19.51,21,71,0.991556693786075
"ENST00000650969",NA,NA,"hsa-let-7b-5p",-19.09,22,68,0.991556693786075
"ENST00000236914","O00482","NR5A2","hsa-miR-548ba",-14.7,1296,1326,0.991552669836818
"ENST00000409785","Q9P0J7","KCMF1","hsa-miR-548ba",-11.45,5853,5898,0.991552669836818
"ENST00000417257","Q7Z6J6","FRMD5","hsa-miR-548ba",-13.1,2395,2416,0.991514475945612
"ENST00000618556","A0A087WVP2","FRMD5","hsa-miR-548ba",-13.1,2395,2416,0.991514475945612
"ENST00000269701","O43823","AKAP8","hsa-let-7b-3p",-12.99,1404,1441,0.991495255940473
"ENST00000393263","P55209","NAP1L1","hsa-let-7b-5p",-21.6,513,534,0.991495255940473
"ENST00000395297","Q49AJ0","FAM135B","hsa-let-7b-3p",-17.1,1208,1252,0.991451396452137
"ENST00000409573","Q8N5P1","ZC3H8","hsa-let-7b-3p",-15.11,2036,2064,0.991451396452137
"ENST00000646891",NA,NA,"hsa-let-7b-3p",-14.4,1055,1087,0.991451396452137
"ENST00000315274","P03956","MMP1","hsa-let-7b-5p",-17.3,107,134,0.991448612381108
"ENST00000227349","Q6NUN7","C11orf63","hsa-miR-548ba",-13.9,2205,2242,0.991396926885564
"ENST00000256433","Q9Y5U9","IER3IP1","hsa-miR-548ba",-11.4,822,839,0.991396926885564
"ENST00000269720","A0A044PY82","MISP3","hsa-miR-548ba",-13.8,100,131,0.991396926885564
"ENST00000297107","Q86SR1","GALNT10","hsa-miR-548ba",-13.1,1382,1402,0.991396926885564
"ENST00000298125","Q96P53","WDFY2","hsa-miR-548ba",-14.3,5402,5423,0.991396926885564
"ENST00000316308","Q9HAZ1","CLK4","hsa-miR-548ba",-10.2,267,285,0.991396926885564
"ENST00000316848","J3KNL7","FAM63B","hsa-miR-548ba",-13.22,985,1008,0.991396926885564
"ENST00000319441","P35558","PCK1","hsa-miR-548ba",-14,1010,1038,0.991396926885564
"ENST00000344041","A8MQ07","RAPGEF5","hsa-miR-548ba",-12,2001,2024,0.991396926885564
"ENST00000346562","Q8IXF0","NPAS3","hsa-miR-548ba",-10.4,1693,1715,0.991396926885564
"ENST00000359271","O95528","SLC2A10","hsa-miR-548ba",-13.6,1033,1052,0.991396926885564
"ENST00000360299","P61020","RAB5B","hsa-miR-548ba",-13.5,2378,2402,0.991396926885564
"ENST00000368090","Q9H3S5","PIGM","hsa-miR-548ba",-12.3,2126,2147,0.991396926885564
